"DW","month","year","round","Dogs"
"liwale_liwaleb",30,2012,2,116
"liwale_liwalemjini",30,2012,2,42
"liwale_makata",30,2012,2,38
"liwale_mangirikiti",30,2012,2,69
"liwale_mbaya",30,2012,2,59
"liwale_mihumo",30,2012,2,56
"liwale_mirui",30,2012,2,18
"liwale_mpigamiti",30,2012,2,25
"liwale_nangando",30,2012,2,60
"liwale_nangano",30,2012,2,38
"liwale_ngongowele",30,2012,2,23
"masasi_chigugu",30,2012,2,243
"masasi_chikolopola",30,2012,2,92
"masasi_chiungutwa",30,2012,2,48
"masasi_chiwale",30,2012,2,19
"masasi_chiwata",30,2012,2,145
"masasi_lukuledi",30,2012,2,63
"masasi_lulindi",30,2012,2,75
"masasi_mchauru",30,2012,2,132
"masasi_mkululu",30,2012,2,320
"masasi_mlingula",30,2012,2,55
"masasi_mnavira",30,2012,2,83
"masasi_mpanyani",30,2012,2,23
"masasi_mwena",30,2012,2,338
"masasi_namajani",30,2012,2,32
"masasi_namalenga",30,2012,2,89
"masasi_namatutwe",30,2012,2,85
"masasi_nanganga",30,2012,2,111
"masasi_nanjota",30,2012,2,160
"masasi_sindano",30,2012,2,77
"masasitownshipauthority_jida",30,2012,2,111
"masasitownshipauthority_marika",30,2012,2,110
"masasitownshipauthority_migongo",30,2012,2,188
"masasitownshipauthority_mkomaindo",30,2012,2,112
"masasitownshipauthority_mkuti",30,2012,2,85
"masasitownshipauthority_mpindimbi",30,2012,2,79
"masasitownshipauthority_mtandi",30,2012,2,120
"masasitownshipauthority_mwengemtapika",30,2012,2,137
"masasitownshipauthority_nyasa",30,2012,2,89
"masasitownshipauthority_sululu",30,2012,2,79
"masasitownshipauthority_temeke",30,2012,2,149
"mkuranga_bupu",30,2012,2,101
"mkuranga_kimanzichana",30,2012,2,84
"mkuranga_kiparanganda",30,2012,2,88
"mkuranga_kisiju",30,2012,2,91
"mkuranga_kitomondo",30,2012,2,26
"mkuranga_lukanga",30,2012,2,51
"mkuranga_magawa",30,2012,2,110
"mkuranga_mbezi",30,2012,2,41
"mkuranga_mkamba",30,2012,2,51
"mkuranga_mkuranga",30,2012,2,143
"mkuranga_mwalusembe",30,2012,2,85
"mkuranga_njianne",30,2012,2,22
"mkuranga_nyamato",30,2012,2,113
"mkuranga_panzuo",30,2012,2,93
"mkuranga_shungubweni",30,2012,2,44
"mkuranga_tambani",30,2012,2,140
"mkuranga_vianzi",30,2012,2,9
"mkuranga_vikindu",30,2012,2,116
"mtwararural_chawi",30,2012,2,35
"mtwararural_dihimba",30,2012,2,40
"mtwararural_kiromba",30,2012,2,9
"mtwararural_kitaya",30,2012,2,25
"mtwararural_kitere",30,2012,2,50
"mtwararural_kiyanga",30,2012,2,2
"mtwararural_libobe",30,2012,2,43
"mtwararural_madimba",30,2012,2,32
"mtwararural_mahurunga",30,2012,2,44
"mtwararural_mayanga",30,2012,2,40
"mtwararural_mbawala",30,2012,2,40
"mtwararural_mbembaleo",30,2012,2,14
"mtwararural_milangominne",30,2012,2,15
"mtwararural_mnima",30,2012,2,19
"mtwararural_mpapura",30,2012,2,37
"mtwararural_msangamkuu",30,2012,2,17
"mtwararural_mtimbwilimbwi",30,2012,2,28
"mtwararural_mtiniko",30,2012,2,17
"mtwararural_muungano",30,2012,2,20
"mtwararural_namtumbuka",30,2012,2,62
"mtwararural_nanguruwe",30,2012,2,12
"mtwararural_nanyamba",30,2012,2,25
"mtwararural_naumbu",30,2012,2,41
"mtwararural_ndumbwe",30,2012,2,52
"mtwararural_nitekela",30,2012,2,30
"mtwararural_njengwa",30,2012,2,46
"mtwararural_tangazo",30,2012,2,22
"mtwararural_ziwani",30,2012,2,47
"mtwaraurban_chuno",30,2012,2,93
"mtwaraurban_jangwani",30,2012,2,8
"mtwaraurban_likombe",30,2012,2,66
"mtwaraurban_naliendele",30,2012,2,80
"mtwaraurban_ufukoni",30,2012,2,136
"nachingwea_chiola",30,2012,2,69
"nachingwea_kiegei",30,2012,2,12
"nachingwea_kilimanihewa",30,2012,2,70
"nachingwea_kilimarondo",30,2012,2,62
"nachingwea_kiparamnero",30,2012,2,86
"nachingwea_lionja",30,2012,2,146
"nachingwea_marambo",30,2012,2,160
"nachingwea_matekwe",30,2012,2,45
"nachingwea_mbondo",30,2012,2,78
"nachingwea_mkoka",30,2012,2,101
"nachingwea_mkotokuyana",30,2012,2,21
"nachingwea_mneromiembeni",30,2012,2,87
"nachingwea_mnerongongo",30,2012,2,108
"nachingwea_mpiruka",30,2012,2,145
"nachingwea_mtua",30,2012,2,254
"nachingwea_naipanga",30,2012,2,80
"nachingwea_naipingo",30,2012,2,350
"nachingwea_namapwia",30,2012,2,57
"nachingwea_nambambo",30,2012,2,120
"nachingwea_namikango",30,2012,2,98
"nachingwea_nangowe",30,2012,2,149
"nachingwea_nditi",30,2012,2,123
"nachingwea_ndomoni",30,2012,2,31
"nachingwea_ruponda",30,2012,2,203
"nachingwea_stesheni",30,2012,2,79
"nanyumbu_likokona",30,2012,2,85
"nanyumbu_lumesule",30,2012,2,37
"nanyumbu_maratani",30,2012,2,43
"nanyumbu_masuguru",30,2012,2,92
"nanyumbu_mikangaula",30,2012,2,79
"nanyumbu_mkonona",30,2012,2,105
"nanyumbu_mnanje",30,2012,2,17
"nanyumbu_nandete",30,2012,2,51
"nanyumbu_nanyumbu",30,2012,2,122
"nanyumbu_napacho",30,2012,2,84
"nanyumbu_sengenya",30,2012,2,31
"ruangwa_chibula",30,2012,2,21
"ruangwa_chienjele",30,2012,2,124
"ruangwa_chinongwe",30,2012,2,90
"ruangwa_likunja",30,2012,2,117
"ruangwa_luchelegwa",30,2012,2,40
"ruangwa_makanjiro",30,2012,2,44
"ruangwa_malolo",30,2012,2,86
"ruangwa_mandarawe",30,2012,2,27
"ruangwa_mandawa",30,2012,2,33
"ruangwa_matambarale",30,2012,2,18
"ruangwa_mbekenyera",30,2012,2,50
"ruangwa_mnacho",30,2012,2,168
"ruangwa_nambilanje",30,2012,2,41
"ruangwa_namichiga",30,2012,2,35
"ruangwa_nandagala",30,2012,2,69
"ruangwa_nanganga",30,2012,2,63
"ruangwa_narungombe",30,2012,2,17
"ruangwa_nkowe",30,2012,2,69
"ruangwa_ruangwa",30,2012,2,22
"rufiji_chumbi",30,2012,2,199
"rufiji_mbuchi",30,2012,2,55
"rufiji_mtunda",30,2012,2,51
"rufiji_ngorongo",30,2012,2,65
"rufiji_utete",30,2012,2,94
"tandahimba_chingungwe",30,2012,2,41
"tandahimba_dinduma",30,2012,2,66
"tandahimba_kwanyama",30,2012,2,2
"tandahimba_litehu",30,2012,2,34
"tandahimba_luagala",30,2012,2,163
"tandahimba_mahuta",30,2012,2,27
"tandahimba_maundo",30,2012,2,21
"tandahimba_mdimbamnyoma",30,2012,2,6
"tandahimba_mdumbwe",30,2012,2,13
"tandahimba_michenjele",30,2012,2,26
"tandahimba_mihambwe",30,2012,2,25
"tandahimba_milingodi",30,2012,2,28
"tandahimba_mnyawa",30,2012,2,25
"tandahimba_nambahu",30,2012,2,38
"tandahimba_namikupa",30,2012,2,18
"tandahimba_nanhyanga",30,2012,2,6
"tandahimba_naputa",30,2012,2,39
"tandahimba_tandahimba",30,2012,2,40
"kisarawe_cholesamvula",31,2012,2,99
"kisarawe_kibuta",31,2012,2,109
"kisarawe_kiluvya",31,2012,2,633
"kisarawe_kisarawe",31,2012,2,211
"kisarawe_kurui",31,2012,2,93
"kisarawe_mafizi",31,2012,2,298
"kisarawe_maneromango",31,2012,2,125
"kisarawe_marui",31,2012,2,51
"kisarawe_marumbo",31,2012,2,78
"kisarawe_masaki",31,2012,2,37
"kisarawe_msanga",31,2012,2,124
"kisarawe_msimbu",31,2012,2,186
"kisarawe_mzenga",31,2012,2,126
"kisarawe_vihingo",31,2012,2,110
"kisarawe_vikumbulu",31,2012,2,57
"newala_chihangu",33,2012,2,70
"newala_chilangala",33,2012,2,40
"newala_kitangari",33,2012,2,53
"newala_luchindu",33,2012,2,71
"newala_makote",33,2012,2,59
"newala_mdimbampelempele",33,2012,2,38
"newala_mkomaii",33,2012,2,60
"newala_mkunya",33,2012,2,235
"newala_mnekachi",33,2012,2,30
"newala_mnyambe",33,2012,2,215
"newala_mtonya",33,2012,2,5
"newala_nakahako",33,2012,2,21
"newala_nambali",33,2012,2,21
"newala_namiyonga",33,2012,2,12
"newala_nanguruwe",33,2012,2,180
"kilombero_chita",38,2013,3,52
"kilombero_idete",38,2013,3,147
"kilombero_ifakara",38,2013,3,281
"kilombero_kibaoni",38,2013,3,796
"kilombero_kidatu",38,2013,3,407
"kilombero_kisawasawa",38,2013,3,176
"kilombero_lumemo",38,2013,3,322
"kilombero_mangula",38,2013,3,296
"kilombero_masagati",38,2013,3,36
"kilombero_mkula",38,2013,3,169
"kilombero_mlimba",38,2013,3,1136
"kilombero_sanje",38,2013,3,91
"kilombero_uchindile",38,2013,3,247
"kilombero_utengule",38,2013,3,170
"morogoro_bungu",38,2013,3,57
"morogoro_bwakilajuu",38,2013,3,54
"morogoro_gwata",38,2013,3,187
"morogoro_kasanga",38,2013,3,76
"morogoro_kibogwa",38,2013,3,79
"morogoro_kibungojuu",38,2013,3,97
"morogoro_kinole",38,2013,3,93
"morogoro_kiroka",38,2013,3,98
"morogoro_kisaki",38,2013,3,242
"morogoro_kisemu",38,2013,3,73
"morogoro_kolero",38,2013,3,138
"morogoro_konde",38,2013,3,62
"morogoro_lundi",38,2013,3,141
"morogoro_mikese",38,2013,3,269
"morogoro_mkambarani",38,2013,3,480
"morogoro_mkuyuni",38,2013,3,61
"morogoro_mngazi",38,2013,3,237
"morogoro_mtombozi",38,2013,3,157
"morogoro_mvuha",38,2013,3,556
"morogoro_selembala",38,2013,3,257
"morogoro_singisa",38,2013,3,236
"morogoro_tegetero",38,2013,3,50
"morogorourban_bigwa",38,2013,3,712
"morogorourban_kichangani",38,2013,3,951
"morogorourban_kihonda",38,2013,3,658
"morogorourban_kilakala",38,2013,3,895
"morogorourban_kingo",38,2013,3,45
"morogorourban_kingolwira",38,2013,3,709
"morogorourban_kiwanjachandege",38,2013,3,1516
"morogorourban_mazimbu",38,2013,3,2647
"morogorourban_mbuyuni",38,2013,3,260
"morogorourban_mjimkuu",38,2013,3,320
"morogorourban_mlimani",38,2013,3,298
"morogorourban_mwembesongo",38,2013,3,571
"morogorourban_mzinga",38,2013,3,166
"morogorourban_sabasaba",38,2013,3,115
"morogorourban_uwanjawataifa",38,2013,3,34
"temeke_buza",39,2013,3,38
"temeke_chamazi",39,2013,3,106
"temeke_charambe",39,2013,3,78
"temeke_kiburugwa",39,2013,3,25
"temeke_kigamboni",39,2013,3,46
"temeke_kijichi",39,2013,3,79
"temeke_kimbiji",39,2013,3,103
"temeke_kisaraweii",39,2013,3,125
"temeke_makangarawe",39,2013,3,49
"temeke_mbagala",39,2013,3,236
"temeke_mianzini",39,2013,3,76
"temeke_mjimwema",39,2013,3,278
"temeke_pembamnazi",39,2013,3,269
"temeke_somangila",39,2013,3,162
"temeke_toangoma",39,2013,3,149
"temeke_vijibweni",39,2013,3,211
"temeke_yombovituka",39,2013,3,265
"ulanga_biro",39,2013,3,413
"ulanga_chirombola",39,2013,3,80
"ulanga_euga",39,2013,3,161
"ulanga_ilonga",39,2013,3,259
"ulanga_iragua",39,2013,3,506
"ulanga_isongo",39,2013,3,289
"ulanga_kichangani",39,2013,3,230
"ulanga_kilosakwampepo",39,2013,3,119
"ulanga_lukande",39,2013,3,171
"ulanga_lupiro",39,2013,3,453
"ulanga_mahenge",39,2013,3,328
"ulanga_malinyi",39,2013,3,927
"ulanga_mbuga",39,2013,3,159
"ulanga_minepa",39,2013,3,478
"ulanga_msogezi",39,2013,3,346
"ulanga_mwaya",39,2013,3,187
"ulanga_ngoheranga",39,2013,3,275
"ulanga_ruaha",39,2013,3,178
"ulanga_sali",39,2013,3,102
"ulanga_vigoi",39,2013,3,450
"ilala_buguruni",40,2013,3,47
"ilala_chanika",40,2013,3,686
"ilala_gerezani",40,2013,3,12
"ilala_gongolamboto",40,2013,3,71
"ilala_ilala",40,2013,3,38
"ilala_kimanga",40,2013,3,125
"ilala_kinyerezi",40,2013,3,276
"ilala_kipawa",40,2013,3,205
"ilala_kitunda",40,2013,3,976
"ilala_kivule",40,2013,3,556
"ilala_kiwalani",40,2013,3,44
"ilala_majohe",40,2013,3,207
"ilala_msongola",40,2013,3,664
"ilala_pugu",40,2013,3,263
"ilala_segerea",40,2013,3,313
"ilala_tabata",40,2013,3,212
"ilala_ukonga",40,2013,3,98
"ilala_upangamashariki",40,2013,3,22
"ilala_vingunguti",40,2013,3,127
"kinondoni_ubungo",40,2013,3,95
"kibahaurban_kibaha",47,2013,3,252
"kibahaurban_kongowe",47,2013,3,499
"kibahaurban_mailimoja",47,2013,3,402
"kibahaurban_mbwawa",47,2013,3,172
"kibahaurban_misugusugu",47,2013,3,231
"kibahaurban_mkuza",47,2013,3,482
"kibahaurban_msangani",47,2013,3,204
"kibahaurban_pangani",47,2013,3,320
"kibahaurban_pichayandege",47,2013,3,476
"kibahaurban_tumbi",47,2013,3,341
"kibahaurban_visiga",47,2013,3,218
"kisarawe_cholesamvula",47,2013,3,161
"kisarawe_kibuta",47,2013,3,164
"kisarawe_kiluvya",47,2013,3,372
"kisarawe_kisarawe",47,2013,3,235
"kisarawe_kurui",47,2013,3,84
"kisarawe_mafizi",47,2013,3,293
"kisarawe_maneromango",47,2013,3,204
"kisarawe_marui",47,2013,3,218
"kisarawe_marumbo",47,2013,3,145
"kisarawe_masaki",47,2013,3,60
"kisarawe_msanga",47,2013,3,148
"kisarawe_msimbu",47,2013,3,279
"kisarawe_mzenga",47,2013,3,114
"kisarawe_vihingo",47,2013,3,173
"kisarawe_vikumbulu",47,2013,3,125
"mkuranga_bupu",47,2013,3,237
"mkuranga_kimanzichana",47,2013,3,76
"mkuranga_kiparanganda",47,2013,3,73
"mkuranga_kisiju",47,2013,3,97
"mkuranga_kitomondo",47,2013,3,22
"mkuranga_lukanga",47,2013,3,43
"mkuranga_magawa",47,2013,3,142
"mkuranga_mbezi",47,2013,3,52
"mkuranga_mkamba",47,2013,3,100
"mkuranga_mkuranga",47,2013,3,224
"mkuranga_mwalusembe",47,2013,3,69
"mkuranga_njianne",47,2013,3,42
"mkuranga_nyamato",47,2013,3,74
"mkuranga_panzuo",47,2013,3,108
"mkuranga_shungubweni",47,2013,3,61
"mkuranga_tambani",47,2013,3,156
"mkuranga_vianzi",47,2013,3,100
"mkuranga_vikindu",47,2013,3,178
"kibaha_bokomnemela",48,2013,3,248
"kibaha_dutumi",48,2013,3,399
"kibaha_gwata",48,2013,3,494
"kibaha_janga",48,2013,3,343
"kibaha_kikongo",48,2013,3,173
"kibaha_kilangalanga",48,2013,3,326
"kibaha_kwala",48,2013,3,528
"kibaha_magindu",48,2013,3,552
"kibaha_mlandizi",48,2013,3,518
"kibaha_ruvu",48,2013,3,442
"rufiji_bungu",48,2013,3,28
"rufiji_chemchem",48,2013,3,66
"rufiji_chumbi",48,2013,3,523
"rufiji_dimani",48,2013,3,27
"rufiji_ikwiriri",48,2013,3,64
"rufiji_kibiti",48,2013,3,20
"rufiji_mbuchi",48,2013,3,151
"rufiji_mbwara",48,2013,3,111
"rufiji_mgomba",48,2013,3,43
"rufiji_mjawa",48,2013,3,26
"rufiji_mkongo",48,2013,3,41
"rufiji_mlanzi",48,2013,3,9
"rufiji_mtawanya",48,2013,3,15
"rufiji_mtunda",48,2013,3,115
"rufiji_mwambao",48,2013,3,16
"rufiji_mwaseni",48,2013,3,6
"rufiji_ngorongo",48,2013,3,100
"rufiji_ruaruke",48,2013,3,20
"rufiji_salale",48,2013,3,62
"rufiji_umwe",48,2013,3,74
"rufiji_utete",48,2013,3,68
"lindirural_chiponda",54,2014,3,65
"lindirural_kilangala",54,2014,3,58
"lindirural_kilolambwani",54,2014,3,11
"lindirural_kiwawa",54,2014,3,54
"lindirural_longa",54,2014,3,28
"lindirural_majengo",54,2014,3,54
"lindirural_mandwanga",54,2014,3,37
"lindirural_mchinga",54,2014,3,41
"lindirural_milola",54,2014,3,83
"lindirural_mipingo",54,2014,3,69
"lindirural_mnara",54,2014,3,69
"lindirural_mnolela",54,2014,3,62
"lindirural_mtama",54,2014,3,2
"lindirural_mtua",54,2014,3,18
"lindirural_mtumbya",54,2014,3,23
"lindirural_nahukahuka",54,2014,3,57
"lindirural_namangale",54,2014,3,58
"lindirural_namupa",54,2014,3,50
"lindirural_nangaru",54,2014,3,9
"lindirural_navanga",54,2014,3,46
"lindirural_nyangamara",54,2014,3,81
"lindirural_nyangao",54,2014,3,86
"lindirural_nyengedi",54,2014,3,41
"lindirural_sudi",54,2014,3,39
"lindiurban_chikonji",54,2014,3,35
"lindiurban_jamhuri",54,2014,3,111
"lindiurban_matopeni",54,2014,3,28
"lindiurban_mbanja",54,2014,3,50
"lindiurban_mikumbi",54,2014,3,5
"lindiurban_mingoyo",54,2014,3,82
"lindiurban_mitandi",54,2014,3,10
"lindiurban_msinjahili",54,2014,3,75
"lindiurban_mtanda",54,2014,3,131
"lindiurban_mwenge",54,2014,3,8
"lindiurban_nachingwea",54,2014,3,51
"lindiurban_ngapa",54,2014,3,119
"lindiurban_rahaleo",54,2014,3,1
"lindiurban_rasbura",54,2014,3,116
"lindiurban_tandangongoro",54,2014,3,92
"lindiurban_wailes",54,2014,3,16
"masasi_chigugu",54,2014,3,124
"masasi_chikolopola",54,2014,3,96
"masasi_chiungutwa",54,2014,3,117
"masasi_chiwale",54,2014,3,38
"masasi_chiwata",54,2014,3,80
"masasi_lipumburu",54,2014,3,83
"masasi_lukuledi",54,2014,3,84
"masasi_lulindi",54,2014,3,77
"masasi_mbuyuni",54,2014,3,77
"masasi_mchauru",54,2014,3,159
"masasi_mkululu",54,2014,3,148
"masasi_mkundi",54,2014,3,170
"masasi_mlingula",54,2014,3,69
"masasi_mnavira",54,2014,3,102
"masasi_mpanyani",54,2014,3,23
"masasi_mwena",54,2014,3,312
"masasi_namajani",54,2014,3,31
"masasi_namalenga",54,2014,3,80
"masasi_namatutwe",54,2014,3,121
"masasi_nanganga",54,2014,3,112
"masasi_nanjota",54,2014,3,160
"masasi_sindano",54,2014,3,86
"masasitownshipauthority_jida",54,2014,3,128
"masasitownshipauthority_marika",54,2014,3,295
"masasitownshipauthority_migongo",54,2014,3,152
"masasitownshipauthority_mkomaindo",54,2014,3,150
"masasitownshipauthority_mkuti",54,2014,3,91
"masasitownshipauthority_mpindimbi",54,2014,3,69
"masasitownshipauthority_mtandi",54,2014,3,277
"masasitownshipauthority_mwenge",54,2014,3,161
"masasitownshipauthority_mwengemtapika",54,2014,3,257
"masasitownshipauthority_nyasa",54,2014,3,249
"masasitownshipauthority_sululu",54,2014,3,214
"masasitownshipauthority_temeke",54,2014,3,166
"mtwararural_chawi",54,2014,3,21
"mtwararural_dihimba",54,2014,3,21
"mtwararural_kiromba",54,2014,3,12
"mtwararural_kitaya",54,2014,3,33
"mtwararural_kitere",54,2014,3,55
"mtwararural_kiyanga",54,2014,3,2
"mtwararural_libobe",54,2014,3,25
"mtwararural_madimba",54,2014,3,34
"mtwararural_mahurunga",54,2014,3,48
"mtwararural_mayanga",54,2014,3,58
"mtwararural_mbawala",54,2014,3,51
"mtwararural_mbembaleo",54,2014,3,18
"mtwararural_milangominne",54,2014,3,12
"mtwararural_mnima",54,2014,3,37
"mtwararural_mpapura",54,2014,3,33
"mtwararural_msangamkuu",54,2014,3,14
"mtwararural_mtimbwilimbwi",54,2014,3,20
"mtwararural_mtiniko",54,2014,3,16
"mtwararural_muungano",54,2014,3,11
"mtwararural_namtumbuka",54,2014,3,70
"mtwararural_nanguruwe",54,2014,3,10
"mtwararural_nanyamba",54,2014,3,26
"mtwararural_naumbu",54,2014,3,62
"mtwararural_ndumbwe",54,2014,3,47
"mtwararural_nitekela",54,2014,3,14
"mtwararural_njengwa",54,2014,3,44
"mtwararural_tangazo",54,2014,3,40
"mtwararural_ziwani",54,2014,3,26
"nachingwea_chiola",54,2014,3,85
"nachingwea_kiegei",54,2014,3,17
"nachingwea_kilimanihewa",54,2014,3,96
"nachingwea_kilimarondo",54,2014,3,39
"nachingwea_kiparamnero",54,2014,3,47
"nachingwea_lionja",54,2014,3,130
"nachingwea_marambo",54,2014,3,116
"nachingwea_matekwe",54,2014,3,42
"nachingwea_mbondo",54,2014,3,99
"nachingwea_mkoka",54,2014,3,111
"nachingwea_mkotokuyana",54,2014,3,15
"nachingwea_mneromiembeni",54,2014,3,203
"nachingwea_mnerongongo",54,2014,3,141
"nachingwea_mpiruka",54,2014,3,124
"nachingwea_mtua",54,2014,3,174
"nachingwea_naipanga",54,2014,3,55
"nachingwea_naipingo",54,2014,3,178
"nachingwea_namapwia",54,2014,3,22
"nachingwea_namatula",54,2014,3,115
"nachingwea_nambambo",54,2014,3,284
"nachingwea_namikango",54,2014,3,82
"nachingwea_nangowe",54,2014,3,179
"nachingwea_nditi",54,2014,3,106
"nachingwea_ndomoni",54,2014,3,34
"nachingwea_ruponda",54,2014,3,198
"nachingwea_stesheni",54,2014,3,131
"nanyumbu_chipuputa",54,2014,3,48
"nanyumbu_likokona",54,2014,3,42
"nanyumbu_lumesule",54,2014,3,19
"nanyumbu_mangaka",54,2014,3,98
"nanyumbu_maratani",54,2014,3,68
"nanyumbu_masuguru",54,2014,3,66
"nanyumbu_mikangaula",54,2014,3,101
"nanyumbu_mkonona",54,2014,3,84
"nanyumbu_mnanje",54,2014,3,74
"nanyumbu_nandete",54,2014,3,125
"nanyumbu_nangomba",54,2014,3,112
"nanyumbu_nanyumbu",54,2014,3,145
"nanyumbu_napacho",54,2014,3,95
"nanyumbu_sengenya",54,2014,3,204
"ruangwa_chibula",54,2014,3,34
"ruangwa_chienjele",54,2014,3,117
"ruangwa_chinongwe",54,2014,3,98
"ruangwa_chunyu",54,2014,3,41
"ruangwa_likunja",54,2014,3,77
"ruangwa_luchelegwa",54,2014,3,62
"ruangwa_makanjiro",54,2014,3,43
"ruangwa_malolo",54,2014,3,98
"ruangwa_mandarawe",54,2014,3,16
"ruangwa_mandawa",54,2014,3,35
"ruangwa_matambarale",54,2014,3,42
"ruangwa_mbekenyera",54,2014,3,118
"ruangwa_mnacho",54,2014,3,66
"ruangwa_nachingwea",54,2014,3,43
"ruangwa_nandagala",54,2014,3,42
"ruangwa_nanganga",54,2014,3,47
"ruangwa_narungombe",54,2014,3,88
"ruangwa_ruangwa",54,2014,3,23
"tandahimba_chaume",54,2014,3,21
"tandahimba_chikongola",54,2014,3,2
"tandahimba_chingungwe",54,2014,3,42
"tandahimba_dinduma",54,2014,3,12
"tandahimba_kitama",54,2014,3,39
